CNN,streetname,from_st,to_st,addrange,limits,from_cnn,to_cnn
9968000,ORD ST,SATURN ST,17TH ST,62 - 99,SATURN ST to 17TH ST (62 - 99),33579000,26166000
11657000,SATURN ST,ORD ST,SATURN ST,4-Jan,ORD ST to SATURN ST (1 - 4),33579000,50586000
3367000,BUENA VISTA AVE WEST,BUENA VISTA AVE \ UNNAMED 080,BUENA VISTA AVE \ JAVA ST,512 - 599,BUENA VISTA AVE \ UNNAMED 080 to BUENA VISTA AVE \ JAVA ST (512 - 599),33580000,26330000
12922000,UNNAMED 036,CASTENADA AVE,MAGELLAN AVE,0 - 0,CASTENADA AVE to MAGELLAN AVE (0 - 0),33583000,33584000
3773000,CASTENADA AVE,UNNAMED 036,LOPEZ AVE \ SAN MARCOS AVE,249 - 279,UNNAMED 036 to LOPEZ AVE \ SAN MARCOS AVE (249 - 279),33583000,22975000
8619202,MAGELLAN AVE,UNNAMED 036,DORANTES AVE \ PACHECO ST,300 - 316,UNNAMED 036 to DORANTES AVE \ PACHECO ST (300 - 316) -- NORTH --,33584000,22893000
12921000,UNNAMED 035,VENTURA AVE,END: 0-0 BLOCK,0 - 0,VENTURA AVE to END: 0-0 BLOCK (0 - 0),33585000,33587000
13200000,VENTURA AVE,UNNAMED 035,UNNAMED 033,30 - 62,UNNAMED 035 to UNNAMED 033 (30 - 62),33585000,33586000
13201000,VENTURA AVE,UNNAMED 033,CASTENADA AVE,55 - 90,UNNAMED 033 to CASTENADA AVE (55 - 90),33586000,27042000
12919000,UNNAMED 033,VENTURA AVE,ALTON AVE \ PACHECO ST,0 - 0,VENTURA AVE to ALTON AVE \ PACHECO ST (0 - 0),33586000,32987000
12920000,UNNAMED 034,PACHECO ST,SOTELO AVE,0 - 0,PACHECO ST to SOTELO AVE (0 - 0),33588000,33589000
10080102,PACHECO ST,UNNAMED 034,ALTON AVE,401 - 425,UNNAMED 034 to ALTON AVE (401 - 425) -- WEST --,33588000,22898000
11980000,SOTELO AVE,UNNAMED 034,9TH AVE,65 - 99,UNNAMED 034 to 9TH AVE (65 - 99),33589000,27088000
5734000,FOREST SIDE AVE,TARAVAL ST,ULLOA ST,Jan-99,TARAVAL ST to ULLOA ST (1 - 99),33590000,22950000
12387000,TARAVAL ST,FOREST SIDE AVE,12TH AVE,190 - 209,FOREST SIDE AVE to 12TH AVE (190 - 209),33590000,22988000
7636000,JUANITA WAY,UNNAMED 037,REX AVE,220 - 249,UNNAMED 037 to REX AVE (220 - 249),33591000,22808000
12923000,UNNAMED 037,JUANITA WAY,ROCKDALE DR,0 - 0,JUANITA WAY to ROCKDALE DR (0 - 0),33591000,50654000
11108000,ROCKDALE DR,UNNAMED 038,UNNAMED 037,920 - 999,UNNAMED 038 to UNNAMED 037 (920 - 999),33592000,50654000
12924000,UNNAMED 038,ROCKDALE DR,MYRA WAY,0 - 0,ROCKDALE DR to MYRA WAY (0 - 0),33592000,50641000
10617102,PORTOLA DR,UNNAMED 039,LAGUNA HONDA BLVD,825 - 899,UNNAMED 039 to LAGUNA HONDA BLVD (825 - 899) -- SOUTH --,33593000,22840000
12925000,UNNAMED 039,PORTOLA DR,JUANITA WAY,0 - 0,PORTOLA DR to JUANITA WAY (0 - 0),33593000,33594000
7634000,JUANITA WAY,UNNAMED 039,DEL SUR AVE,111 - 199,UNNAMED 039 to DEL SUR AVE (111 - 199),33594000,22431000
8693202,MARIETTA DR,EL SERENO CT,MOLIMO DR \ TERESITA BLVD,388 - 598,EL SERENO CT to MOLIMO DR \ TERESITA BLVD (388 - 598) -- WEST --,33595000,22296000
5131000,EL SERENO CT,MARIETTA DR,EL SERENO CT,10-Jan,MARIETTA DR to EL SERENO CT (1 - 10),33595000,50652000
10073000,PACHECO ST,VASQUEZ AVE,MERCED AVE,40 - 49,VASQUEZ AVE to MERCED AVE (40 - 49),33596000,22885000
13185000,VASQUEZ AVE,PACHECO ST,GARCIA AVE,148 - 199,PACHECO ST to GARCIA AVE (148 - 199),33596000,22883000
12893000,FAXON AVE,FAXON AVE,MONTEREY BLVD,0 - 0,FAXON AVE to MONTEREY BLVD (0 - 0),33597000,33022000
5435000,FAXON AVE,FAXON AVE,MONTEREY BLVD,952 - 999,FAXON AVE to MONTEREY BLVD (952 - 999),33597000,33598000
9284103,MONTEREY BLVD,FAXON AVE,FAXON AVE,1031 - 1049,FAXON AVE to FAXON AVE (1031 - 1049) -- SOUTH --,33598000,33022000
10531000,PLYMOUTH AVE,PLYMOUTH AVE,MIRAMAR AVE \ MONTEREY BLVD,1567 - 1599,PLYMOUTH AVE to MIRAMAR AVE \ MONTEREY BLVD (1567 - 1599),33599000,22650000
12892000,PLYMOUTH AVE,PLYMOUTH AVE,MONTEREY BLVD,0 - 0,PLYMOUTH AVE to MONTEREY BLVD (0 - 0),33599000,22648000
10524000,PLYMOUTH AVE,PLYMOUTH AVE,SOUTHWOOD DR,0 - 0,PLYMOUTH AVE to SOUTHWOOD DR (0 - 0),33600000,33601000
10525000,PLYMOUTH AVE,PLYMOUTH AVE,SAN RAMON WAY \ SOUTHWOOD DR,1274 - 1299,PLYMOUTH AVE to SAN RAMON WAY \ SOUTHWOOD DR (1274 - 1299),33600000,22620000
12038000,SOUTHWOOD DR,PLYMOUTH AVE,GRANADA AVE,19 - 49,PLYMOUTH AVE to GRANADA AVE (19 - 49),33601000,22621000
12103000,STAPLES AVE,CIRCULAR AVE,DETROIT ST,Jan-99,CIRCULAR AVE to DETROIT ST (1 - 99),33604000,22153000
4049000,CIRCULAR AVE,STAPLES AVE,DETROIT ST \ JUDSON AVE \ PAULDING ST,400 - 499,STAPLES AVE to DETROIT ST \ JUDSON AVE \ PAULDING ST (400 - 499),33604000,22152000
13189000,VELASCO AVE,SCHWERIN ST,ACACIA ST \ KELLOCH AVE,1 - 199,SCHWERIN ST to ACACIA ST \ KELLOCH AVE (1 - 199),33605000,20373000
11482000,SAN JUAN AVE,UNNAMED 041,SAN JOSE AVE,540 - 599,UNNAMED 041 to SAN JOSE AVE (540 - 599),33606000,22117000
12928000,UNNAMED 041,SANTA YSABEL AVE,SAN JUAN AVE,0 - 0,SANTA YSABEL AVE to SAN JUAN AVE (0 - 0),33607000,33606000
11604000,SANTA YSABEL AVE,UNNAMED 041,SAN JOSE AVE,125 - 150,UNNAMED 041 to SAN JOSE AVE (125 - 150),33607000,22112000
12041000,SOUTHWOOD DR,FAXON AVE,ELMWOOD WAY \ FAXON AVE,164 - 199,FAXON AVE to ELMWOOD WAY \ FAXON AVE (164 - 199),33609000,22656000
5430000,FAXON AVE,FAXON AVE,ELMWOOD WAY \ SOUTHWOOD DR,651 - 699,FAXON AVE to ELMWOOD WAY \ SOUTHWOOD DR (651 - 699),33610000,22656000
5429000,FAXON AVE,FAXON AVE,SOUTHWOOD DR,0 - 0,FAXON AVE to SOUTHWOOD DR (0 - 0),33610000,33609000
9275102,MONTEREY BLVD,DETROIT ST,EDNA ST,401 - 499,DETROIT ST to EDNA ST (401 - 499) -- SOUTH --,33611000,22162000
11950102,SLOAT BLVD,CRANLEIGH DR,LAGUNITAS DR,101 - 149,CRANLEIGH DR to LAGUNITAS DR (101 - 149) -- SOUTH --,33612000,23145000
4480000,CRANLEIGH DR,SLOAT BLVD,LAGUNITAS DR,Jan-99,SLOAT BLVD to LAGUNITAS DR (1 - 99),33612000,23142000
12017202,SOUTH VAN NESS AVE,PLUM ST,HOWARD ST,162 - 192,PLUM ST to HOWARD ST (162 - 192) -- WEST --,33613000,24386000
4844000,DIVISION ST,9TH ST,UTAH ST,200 - 216,9TH ST to UTAH ST (200 - 216),33614000,33032000
9620000,NOE ST,20TH ST,LIBERTY ST,730 - 759,20TH ST to LIBERTY ST (730 - 759),33616000,25784000
8728000,MARIPOSA ST,SAN BRUNO AVE,UTAH ST,2200 - 2299,SAN BRUNO AVE to UTAH ST (2200 - 2299),33617000,24016000
4837000,DIVISION ST,KING ST,RHODE ISLAND ST,21 - 40,KING ST to RHODE ISLAND ST (21 - 40),33618000,23869000
4841000,DIVISION ST,TOWNSEND ST,VERMONT ST,121 - 149,TOWNSEND ST to VERMONT ST (121 - 149),33619000,23879000
4839000,DIVISION ST,8TH ST,HENRY ADAMS ST,50 - 99,8TH ST to HENRY ADAMS ST (50 - 99),33620000,23878000
1024000,20TH ST,UNNAMED 042,MICHIGAN ST,400 - 499,UNNAMED 042 to MICHIGAN ST (400 - 499),33621000,23559000
12932000,UNNAMED 042,UNNAMED 043,20TH ST,0 - 0,UNNAMED 043 to 20TH ST (0 - 0),33622000,33621000
12931000,UNNAMED 042,UNNAMED 044,UNNAMED 043,0 - 0,UNNAMED 044 to UNNAMED 043 (0 - 0),33623000,33622000
12934000,UNNAMED 044,UNNAMED 042,END: 0-0 BLOCK,0 - 0,UNNAMED 042 to END: 0-0 BLOCK (0 - 0),33623000,51738000
12930000,UNNAMED 042,UNNAMED 043,UNNAMED 044,0 - 0,UNNAMED 043 to UNNAMED 044 (0 - 0),33624000,33623000
12933000,UNNAMED 043,UNNAMED 042,UNNAMED 042,0 - 0,UNNAMED 042 to UNNAMED 042 (0 - 0),33624000,33622000
15215101,MARINA BLVD,LYON ST,HWY 101 NORTHBOUND RAMP,0 - 0,LYON ST to HWY 101 NORTHBOUND RAMP (0 - 0),33625000,54235000
8586000,LYON ST,MARINA BLVD,MARINA BLVD \ MASON ST \ YACHT RD,3650 - 3699,MARINA BLVD to MARINA BLVD \ MASON ST \ YACHT RD (3650 - 3699),33625000,27027000
15215201,MARINA BLVD,LYON ST,HWY 101 NORTHBOUND RAMP,0 - 0,LYON ST to HWY 101 NORTHBOUND RAMP (0 - 0),33625000,54235000
13043000,UTAH ST,22ND ST,END: 800-899 BLOCK,800 - 899,22ND ST to END: 800-899 BLOCK (800 - 899),33626000,51592000
1178000,22ND ST,UTAH ST,POTRERO AVE,2450 - 2599,UTAH ST to POTRERO AVE (2450 - 2599),33626000,23967000
7171000,ILLINOIS ST,HUMBOLDT ST,23RD ST,1200 - 1299,HUMBOLDT ST to 23RD ST (1200 - 1299),33627000,23549000
8928000,MCKINNON AVE,SELBY ST,TOLAND ST,2100 - 2199,SELBY ST to TOLAND ST (2100 - 2199),33629000,20805000
11746000,SELBY ST,MCKINNON AVE,NEWCOMB AVE,1000 - 1099,MCKINNON AVE to NEWCOMB AVE (1000 - 1099),33629000,20793000
7212000,INDUSTRIAL ST ON RAMP,BAY SHORE BLVD \ HILTON ST,INDUSTRIAL ST,Jan-99,BAY SHORE BLVD \ HILTON ST to INDUSTRIAL ST (1 - 99),33630000,33694000
2801202,BAY SHORE BLVD,HILTON ST \ INDUSTRIAL ST ON RAMP,SAN BRUNO AVE,560 - 578,HILTON ST \ INDUSTRIAL ST ON RAMP to SAN BRUNO AVE (560 - 578) -- WEST --,33630000,21020000
6927000,HILLVIEW CT,CASHMERE ST,HILLVIEW CT,15-Jan,CASHMERE ST to HILLVIEW CT (1 - 15),33634000,51645000
3761102,CASHMERE ST,HILLVIEW CT,DEDMAN CT \ WHITNEY YOUNG CIR,141 - 175,HILLVIEW CT to DEDMAN CT \ WHITNEY YOUNG CIR (141 - 175) -- SOUTH --,33634000,20200000
7931202,LA SALLE AVE,LINDSAY CIR,CASHMERE ST,1450 - 1498,LINDSAY CIR to CASHMERE ST (1450 - 1498) -- NORTH --,33635000,20198000
4327000,CONGDON ST,ALEMANY BLVD \ JUSTIN DR,ALEMANY BLVD,Jan-49,ALEMANY BLVD \ JUSTIN DR to ALEMANY BLVD (1 - 49),33636000,21006000
10772000,PRESIDIO TER,PRESIDIO TER,PRESIDIO TER,Mar-40,PRESIDIO TER to PRESIDIO TER (3 - 40),33637000,33637000
1251000,23RD ST,SFGH ACCESS,UTAH ST,2550 - 2599,SFGH ACCESS to UTAH ST (2550 - 2599),33638000,23730000
11780000,SHAFTER AVE,ARELIOUS WALKER DR,SHAFTER AVE,1000 - 1049,ARELIOUS WALKER DR to SHAFTER AVE (1000 - 1049),33639000,51648000
5585000,ARELIOUS WALKER DR,SHAFTER AVE,END: 1600-1699 BLOCK,1600 - 1699,SHAFTER AVE to END: 1600-1699 BLOCK (1600 - 1699),33639000,50764000
7706202,JUNIPERO SERRA BLVD,WOODACRE DR,EUCALYPTUS DR \ OCEAN AVE,0 - 0,WOODACRE DR to EUCALYPTUS DR \ OCEAN AVE (0 - 0) -- WEST --,33640000,23070000
5112000,EGBERT AVE,DONAHUE ST,EARL ST,800 - 899,DONAHUE ST to EARL ST (800 - 899),33644000,33219000
4892000,DONAHUE ST,EGBERT AVE,FITZGERALD AVE,Jan-49,EGBERT AVE to FITZGERALD AVE (1 - 49),33644000,20051000
8232000,LE CONTE AVE,LE CONTE CIR,JENNINGS ST,900 - 999,LE CONTE CIR to JENNINGS ST (900 - 999),33645000,20461000
19976000,LE CONTE CIR,LE CONTE AVE,END,Jan-99,LE CONTE AVE to END (1 - 99),33645000,54083000
12937000,CANDLESTICK POINT SRA,UNNAMED #047,END: 0-0 BLOCK,0 - 0,UNNAMED #047 to END: 0-0 BLOCK (0 - 0),33646000,51655000
11378000,SAN BRUNO AVE,BACON ST,WAYLAND ST,2700 - 2799,BACON ST to WAYLAND ST (2700 - 2799),33647000,33272000
2580000,BACON ST,SAN BRUNO AVE,GIRARD ST,100 - 199,SAN BRUNO AVE to GIRARD ST (100 - 199),33647000,20638000
11790000,SHAFTER AVE,ELMIRA ST,BARNEVELD AVE \ INDUSTRIAL ST,2293 - 2299,ELMIRA ST to BARNEVELD AVE \ INDUSTRIAL ST (2293 - 2299),33649000,20788000
5208000,ELMIRA ST,SHAFTER AVE,THOMAS AVE,Jan-50,SHAFTER AVE to THOMAS AVE (1 - 50),33649000,33251000
7794000,KEITH ST,SALINAS AVE,JAMESTOWN AVE,3200 - 3299,SALINAS AVE to JAMESTOWN AVE (3200 - 3299),33650000,20477000
11317000,SALINAS AVE,KEITH ST,CARR ST,90 - 123,KEITH ST to CARR ST (90 - 123),33650000,20476000
10208000,DELLBROOK AVE,LA AVANZADA ST,CLARENDON AVE,300 - 399,LA AVANZADA ST to CLARENDON AVE (300 - 399),33651000,26250000
12965000,UNNAMED 080,UNNAMED #080,UNNAMED #080,0 - 0,UNNAMED #080 to UNNAMED #080 (0 - 0),33652000,33652000
12964000,UNNAMED 080,UNNAMED #080,BUENA VISTA AVE,0 - 0,UNNAMED #080 to BUENA VISTA AVE (0 - 0),33652000,33580000
15200000,LOUISIANA ST,20TH ST,END: SOUTH,900 - 975,20TH ST to END: SOUTH (900 - 975),33653000,54353000
1023000,20TH ST,LOUISIANA ST,UNNAMED 042,300 - 399,LOUISIANA ST to UNNAMED 042 (300 - 399),33653000,33621000
1156000,22ND ST,CRAIG LN,MICHIGAN ST,400 - 499,CRAIG LN to MICHIGAN ST (400 - 499),33655000,23560000
9218000,MISSOURI ST,YELLOW CAB ACCESS ROAD,CESAR CHAVEZ ST,1201 - 1299,YELLOW CAB ACCESS ROAD to CESAR CHAVEZ ST (1201 - 1299),33656000,23626000
12996000,YELLOW CAB ACCESS ROAD,MISSOURI ST,END: 0-0 BLOCK,0 - 0,MISSOURI ST to END: 0-0 BLOCK (0 - 0),33656000,51625000
12995000,VERMONT ST,26TH ST,BAY SHORE BLVD \ CESAR CHAVEZ ST,0 - 0,26TH ST to BAY SHORE BLVD \ CESAR CHAVEZ ST (0 - 0),33657000,33729000
1509000,26TH ST,VERMONT ST,VERMONT ST,2350 - 2399,VERMONT ST to VERMONT ST (2350 - 2399),33657000,52439000
2156000,ALEMANY BLVD,ALEMANY BLVD OFF RAMP,HWY 101 S OFF RAMP \ PUTNAM ST,200 - 299,ALEMANY BLVD OFF RAMP to HWY 101 S OFF RAMP \ PUTNAM ST (200 - 299) -- NORTH --,33661000,28073000
2187000,ALEMANY BLVD OFF RAMP,ALEMANY BLVD,CRESCENT AVE,Jan-99,ALEMANY BLVD to CRESCENT AVE (1 - 99),33661000,33663000
10802000,PUTNAM ST,CRESCENT AVE,ALEMANY BLVD \ HWY 101 S OFF RAMP,390 - 399,CRESCENT AVE to ALEMANY BLVD \ HWY 101 S OFF RAMP (390 - 399),33662000,28073000
4501000,CRESCENT AVE,PUTNAM ST,ALEMANY BLVD OFF RAMP,1200 - 1209,PUTNAM ST to ALEMANY BLVD OFF RAMP (1200 - 1209),33662000,33663000
11216000,RUTLEDGE ST,FRANCONIA ST,MASSASOIT ST,200 - 289,FRANCONIA ST to MASSASOIT ST (200 - 289),33666000,21126000
7722000,JUSTIN DR,JUSTIN DR,JUSTIN DR,220 - 298,JUSTIN DR to JUSTIN DR (220 - 298),33667000,33668000
7723000,JUSTIN DR,JUSTIN DR,JUSTIN DR,235 - 299,JUSTIN DR to JUSTIN DR (235 - 299),33667000,33668000
7724000,JUSTIN DR,JUSTIN DR,COLLEGE AVE,300 - 399,JUSTIN DR to COLLEGE AVE (300 - 399),33668000,21236000
2157204,ALEMANY BLVD,ALEMANY BLVD,CONGDON ST,0 - 0,ALEMANY BLVD to CONGDON ST (0 - 0) -- NORTH --,33669000,21006000
2186000,ALEMANY BLVD,ALEMANY BLVD,CONGDON ST \ JUSTIN DR,700 - 798,ALEMANY BLVD to CONGDON ST \ JUSTIN DR (700 - 798) -- NORTH --,33669000,33636000
2801103,BAY SHORE BLVD,MARENGO ST,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP,561 - 599,MARENGO ST to INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP (561 - 599) -- EAST --,33673000,33674000
7209000,INDUSTRIAL ST,BAY SHORE BLVD \ INDUSTRIAL ST ON RAMP,INDUSTRIAL ST ON RAMP,300 - 399,BAY SHORE BLVD \ INDUSTRIAL ST ON RAMP to INDUSTRIAL ST ON RAMP (300 - 399) -- NORTH --,33674000,33694000
2802201,BAY SHORE BLVD,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP,HELENA ST,600 - 698,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP to HELENA ST (600 - 698) -- WEST --,33674000,20773000
2802101,BAY SHORE BLVD,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP,HELENA ST,601 - 699,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP to HELENA ST (601 - 699) -- EAST --,33674000,20773000
5256000,ESMERALDA AVE,ESMERALDA AVE,HOLLADAY AVE,1149 - 1199,ESMERALDA AVE to HOLLADAY AVE (1149 - 1199),33676000,21088000
12701000,TRUMBULL ST,DAVENPORT LN,NEY ST,300 - 347,DAVENPORT LN to NEY ST (300 - 347),33677000,21668000
11274000,SADDLEBACK DR,ASPEN CT \ RIDGE CT,RIDGE CT,0 - 0,ASPEN CT \ RIDGE CT to RIDGE CT (0 - 0),33679000,33680000
19955000,ASPEN CT,RIDGE CT \ SADDLEBACK DR,END,1100 - 1115,RIDGE CT \ SADDLEBACK DR to END (1100 - 1115),33679000,54029000
12939000,RIDGE CT,SADDLEBACK DR,ASPEN CT \ SADDLEBACK DR,1200 - 1399,SADDLEBACK DR to ASPEN CT \ SADDLEBACK DR (1200 - 1399),33680000,33679000
11273000,SADDLEBACK DR,RIDGE CT,BIRCHWOOD CT,0 - 0,RIDGE CT to BIRCHWOOD CT (0 - 0),33680000,33681000
11272000,SADDLEBACK DR,BIRCHWOOD CT,BIRCHWOOD CT,0 - 0,BIRCHWOOD CT to BIRCHWOOD CT (0 - 0),33681000,33682000
2972000,BIRCHWOOD CT,SADDLEBACK DR,SADDLEBACK DR,1400 - 1650,SADDLEBACK DR to SADDLEBACK DR (1400 - 1650),33682000,33681000
10942000,RAYMOND AVE,BAY SHORE BLVD,ALPHA ST,Jan-99,BAY SHORE BLVD to ALPHA ST (1 - 99),33683000,20310000
2824202,BAY SHORE BLVD,RAYMOND AVE,LELAND AVE,2300 - 2398,RAYMOND AVE to LELAND AVE (2300 - 2398) -- WEST --,33683000,20313000
12269000,SUNNYDALE AVE,SUNNYDALE AVE,PERSIA AVE,0 - 0,SUNNYDALE AVE to PERSIA AVE (0 - 0),33684000,21605000
13004000,UNNAMED 186,PERALTA AVE,MULLEN AVE,0 - 0,PERALTA AVE to MULLEN AVE (0 - 0),33685000,33686000
10345000,PERALTA AVE,UNNAMED 186,MONTCALM ST,209 - 299,UNNAMED 186 to MONTCALM ST (209 - 299),33685000,21129000
9444000,MULLEN AVE,UNNAMED 186,FRANCONIA ST,137 - 199,UNNAMED 186 to FRANCONIA ST (137 - 199),33686000,21117000
11399000,SAN BRUNO AV OFF RAMP,ISLAIS ST \ SAN BRUNO AV ON RAMP \ SAN BRUNO AVE,ALEMANY BLVD \ HWY 101 N ON RAMP,0 - 0,ISLAIS ST \ SAN BRUNO AV ON RAMP \ SAN BRUNO AVE to ALEMANY BLVD \ HWY 101 N ON RAMP (0 - 0),33689000,33690000
11367000,SAN BRUNO AVE,ISLAIS ST \ SAN BRUNO AV OFF RAMP \ SAN BRUNO AV ON RAMP,RICKARD ST,2200 - 2210,ISLAIS ST \ SAN BRUNO AV OFF RAMP \ SAN BRUNO AV ON RAMP to RICKARD ST (2200 - 2210),33689000,33325000
7336000,ISLAIS ST,SAN BRUNO AV OFF RAMP \ SAN BRUNO AV ON RAMP \ SAN BRUNO AVE,BARNEVELD AVE,50 - 99,SAN BRUNO AV OFF RAMP \ SAN BRUNO AV ON RAMP \ SAN BRUNO AVE to BARNEVELD AVE (50 - 99),33689000,52014000
19200000,HWY 101 N ON RAMP,ALEMANY BLVD \ SAN BRUNO AV OFF RAMP,HWY 101 NORTHBOUND,0 - 0,ALEMANY BLVD \ SAN BRUNO AV OFF RAMP to HWY 101 NORTHBOUND (0 - 0),33690000,52168000
2153000,ALEMANY BLVD,HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP,INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP,35 - 49,HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP to INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP (35 - 49) -- SOUTH --,33690000,33692000
7213000,INDUSTRIAL ST ON RAMP,ALEMANY BLVD,BAY SHORE BLVD \ INDUSTRIAL ST,101 - 199,ALEMANY BLVD to BAY SHORE BLVD \ INDUSTRIAL ST (101 - 199) -- SOUTH --,33691000,33674000
7214000,INDUSTRIAL ST ON RAMP,ALEMANY BLVD,INDUSTRIAL ST,201 - 249,ALEMANY BLVD to INDUSTRIAL ST (201 - 249),33691000,33694000
2154000,ALEMANY BLVD,INDUSTRIAL ST ON RAMP,HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP,50 - 69,INDUSTRIAL ST ON RAMP to HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP (50 - 69) -- SOUTH --,33691000,33690000
11400000,SAN BRUNO AV ON RAMP,ALEMANY BLVD \ INDUSTRIAL ST OFF RAMP,ISLAIS ST \ SAN BRUNO AV OFF RAMP \ SAN BRUNO AVE,0 - 0,ALEMANY BLVD \ INDUSTRIAL ST OFF RAMP to ISLAIS ST \ SAN BRUNO AV OFF RAMP \ SAN BRUNO AVE (0 - 0),33692000,33689000
2152000,ALEMANY BLVD,INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP,HWY 101 S OFF RAMP \ PUTNAM ST,30 - 34,INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP to HWY 101 S OFF RAMP \ PUTNAM ST (30 - 34) -- SOUTH --,33692000,28073000
7211000,INDUSTRIAL ST OFF RAMP,ALEMANY BLVD \ INDUSTRIAL ST,ALEMANY BLVD \ SAN BRUNO AV ON RAMP,300 - 399,ALEMANY BLVD \ INDUSTRIAL ST to ALEMANY BLVD \ SAN BRUNO AV ON RAMP (300 - 399),33693000,33692000
2155000,ALEMANY BLVD,INDUSTRIAL ST \ INDUSTRIAL ST OFF RAMP,ALEMANY BLVD OFF RAMP,100 - 199,INDUSTRIAL ST \ INDUSTRIAL ST OFF RAMP to ALEMANY BLVD OFF RAMP (100 - 199) -- NORTH --,33693000,33661000
7210000,INDUSTRIAL ST,INDUSTRIAL ST ON RAMP,HWY 101 S ON RAMP,400 - 499,INDUSTRIAL ST ON RAMP to HWY 101 S ON RAMP (400 - 499) -- NORTH --,33694000,52259000
7604000,JOOST AVE,MONTEREY BLVD,BROMPTON AVE,17-Jan,MONTEREY BLVD to BROMPTON AVE (1 - 17),33695000,21809000
4042000,MONTEREY BLVD,JOOST AVE,SAN JOSE AV ON RAMP,19-Oct,JOOST AVE to SAN JOSE AV ON RAMP (10 - 19),33695000,21796000
11438202,SAN JOSE AVE,DOLORES ST,DOLORES ST,840 - 868,DOLORES ST to DOLORES ST (840 - 868) -- WEST --,33699000,21837000
3025201,LYELL ST,STILL ST,BOSWORTH ST,Jan-69,STILL ST to BOSWORTH ST (1 - 69) -- EAST --,33700000,21788000
12182000,STILL ST,LYELL ST,BOSWORTH ST \ LYELL ST,150 - 199,LYELL ST to BOSWORTH ST \ LYELL ST (150 - 199),33700000,21785000
11791201,SHAKESPEARE ST,RHINE ST,COUNTY LINE,101 - 169,RHINE ST to COUNTY LINE (101 - 169) -- SOUTH --,33704000,52076000
11791101,SHAKESPEARE ST,RHINE ST,HEAD ST,100 - 199,RHINE ST to HEAD ST (100 - 199) -- NORTH --,33704000,33454000
8048103,LAKE MERCED BLVD,STATE DR,FONT BLVD,712 - 722,STATE DR to FONT BLVD (712 - 722) -- EAST --,33705000,33541000
12940000,STATE DR,LAKE MERCED BLVD,END: 0-0 BLOCK,0 - 0,LAKE MERCED BLVD to END: 0-0 BLOCK (0 - 0),33705000,52078000
12968000,FORT FUNSTON RD,FORT FUNSTON RD,END: 0-0 BLOCK,201 - 206,FORT FUNSTON RD to END: 0-0 BLOCK (201 - 206),33706000,52083000
12967000,FORT FUNSTON RD,FORT FUNSTON RD,END: 0-0 BLOCK,101 - 106,FORT FUNSTON RD to END: 0-0 BLOCK (101 - 106),33706000,52082000
6997202,HOLLOWAY AVE,UNNAMED 107,ARELLANO AVE,1600 - 1720,UNNAMED 107 to ARELLANO AVE (1600 - 1720) -- NORTH --,33707000,23058000
12977000,UNNAMED 107,HOLLOWAY AVE,END: 0-0 BLOCK,0 - 0,HOLLOWAY AVE to END: 0-0 BLOCK (0 - 0),33707000,52080000
3242101,BROTHERHOOD WAY,CHURCH ACCESS RD,CHURCH ACCESS RD,801 - 849,CHURCH ACCESS RD to CHURCH ACCESS RD (801 - 849) -- SOUTH --,33708000,33715000
3242201,BROTHERHOOD WAY,CHURCH ACCESS RD,CHURCH ACCESS RD,800 - 898,CHURCH ACCESS RD to CHURCH ACCESS RD (800 - 898) -- NORTH --,33708000,33713000
19842000,CHURCH ACCESS RD,BROTHERHOOD WAY,CHURCH PARKING LOT,0 - 0,BROTHERHOOD WAY to CHURCH PARKING LOT (0 - 0),33708000,33709000
19885000,CHURCH PARKING LOT,CHURCH ACCESS RD,END: 0-0 BLOCK,0 - 0,CHURCH ACCESS RD to END: 0-0 BLOCK (0 - 0),33709000,52087000
19887000,CHURCH PARKING LOT,CHURCH ACCESS RD,UNNAMED 124,0 - 0,CHURCH ACCESS RD to UNNAMED 124 (0 - 0),33709000,33711000
11944203,SKYLINE BLVD,FORT FUNSTON RD,OLYMPIC COUNTRY CLUB RD,700 - 760,FORT FUNSTON RD to OLYMPIC COUNTRY CLUB RD (700 - 760) -- WEST --,33710000,54170000
12966000,FORT FUNSTON RD,SKYLINE BLVD,FORT FUNSTON RD,0 - 0,SKYLINE BLVD to FORT FUNSTON RD (0 - 0),33710000,33706000
19843000,UNNAMED 124,CHURCH PARKING LOT,CHURCH PARKING LOT,0 - 0,CHURCH PARKING LOT to CHURCH PARKING LOT (0 - 0),33711000,33712000
