CNN,street1,street2,street3,street4,street5
25402000,PFEIFFER ST,BELLAIR PL,,,
25403000,GRANT AVE,FRANCISCO ST,,,
25405000,STOCKTON ST,FRANCISCO ST,,,
25406000,STOCKTON ST,PFEIFFER ST,,,
25407000,MIDWAY ST,BAY ST,,,
25408000,MIDWAY ST,FRANCISCO ST,,,
25409000,FRANCISCO ST,BELLAIR PL,,,
25410000,STOCKTON ST,BAY ST,,,
25411000,VALLEJO ST,POWELL ST,,,
25412000,POWELL ST,GREEN ST,,,
25413000,GREEN ST,AUGUST ALY,,,
25417000,MASON ST,GREEN ST,,,
25418000,WINTER PL,MASON ST,,,
25419000,WEBB PL,MASON ST,,,
25421000,GREEN ST,EATON PL,,,
25423000,UNION ST,POWELL ST,,,
25424000,POWELL ST,COLUMBUS AVE,,,
25425000,POWELL ST,FILBERT ST,,,
25427000,UNION ST,MASON ST,,,
25432000,VALLEJO ST,TAYLOR ST,,,
25433000,TAYLOR ST,GREEN ST,,,
25434000,TAYLOR ST,MACONDRAY LN,,,
25435000,MACONDRAY LN,JONES ST,,,
25436000,UNION ST,MARION PL,,,
25437000,UNION ST,TAYLOR ST,,,
25438000,TAYLOR ST,ALADDIN TER,REDFIELD ALY,,
25439000,MASON ST,KENT ST,,,
25440000,MASON ST,FILBERT ST,,,
25442000,SCOTLAND ST,COLUMBUS AVE,GREENWICH ST,,
25443000,SCOTLAND ST,FILBERT ST,,,
25444000,MASON ST,GREENWICH ST,,,
25445000,VALPARAISO ST,MASON ST,,,
25447000,JANSEN ST,GREENWICH ST,,,
25449000,TUSCANY ALY,LOMBARD ST,,,
25451000,POWELL ST,GREENWICH ST,,,
25452000,VIA BUFANO,GREENWICH ST,,,
25453000,POWELL ST,LOMBARD ST,,,
25455000,POWELL ST,CHESTNUT ST,,,
25456000,WORDEN ST,FRANCISCO ST,,,
25458000,POWELL ST,FRANCISCO ST,,,
25459000,VANDEWATER ST,MASON ST,,,
25460000,VANDEWATER ST,POWELL ST,,,
25461000,POWELL ST,BAY ST,,,
25462000,MASON ST,COLUMBUS AVE,,,
25463000,MASON ST,CHESTNUT ST,,,
25464000,MASON ST,LOMBARD ST,,,
25465000,LOMBARD ST,COLUMBUS AVE,,,
25466000,VENARD ALY,CHESTNUT ST,,,
25468000,TAYLOR ST,CHESTNUT ST,COLUMBUS AVE,,
25469000,LOMBARD ST,JANSEN ST,,,
25471000,MASON ST,FRANCISCO ST,,,
25472000,WATER ST,MASON ST,,,
25473000,MASON ST,BAY ST,,,
25474000,THE EMBARCADERO,KEARNY ST,NORTH POINT ST,,
25475000,THE EMBARCADERO,BEACH ST,GRANT AVE,,
25476000,NORTH POINT ST,GRANT AVE,,,
25477000,STOCKTON ST,BEACH ST,,,
25478000,STOCKTON ST,NORTH POINT ST,,,
25479000,POWELL ST,BEACH ST,,,
25480000,POWELL ST,NORTH POINT ST,,,
25481000,NORTH POINT ST,MASON ST,,,
25484000,THE EMBARCADERO,JEFFERSON ST,POWELL ST,,
25485000,MASON ST,BEACH ST,,,
25486000,MASON ST,JEFFERSON ST,,,
25490000,UNION ST,JONES ST,,,
25492000,UNION ST,BLACK PL,,,
25493000,JONES ST,FILBERT ST,,,
25494000,TAYLOR ST,FILBERT ST,,,
25495000,REDFIELD ALY,FILBERT ST,,,
25497000,VALPARAISO ST,TAYLOR ST,,,
25498000,TAYLOR ST,GREENWICH ST,,,
25499000,VALPARAISO ST,JONES ST,,,
25500000,VALPARAISO ST,ROACH ST,,,
25501000,ROACH ST,GREENWICH ST,,,
25504000,JONES ST,GREENWICH ST,,,
25505000,HAMLIN ST,GREEN ST,,,
25508000,MACONDRAY LN,LEAVENWORTH ST,,,
25509000,UNION ST,LEAVENWORTH ST,,,
25510000,LEAVENWORTH ST,HAVENS ST,,,
25511000,WARNER PL,HYDE ST,,,
25512000,UNION ST,HYDE ST,,,
25513000,UNION ST,SHARP PL,,,
25517000,LEAVENWORTH ST,FILBERT ST,,,
25518000,LEAVENWORTH ST,GREENWICH ST,,,
25519000,LURMONT TER,LEAVENWORTH ST,,,
25520000,TAYLOR ST,LOMBARD ST,,,
25521000,LOMBARD ST,JONES ST,,,
25522000,WATER ST,TAYLOR ST,,,
25523000,TAYLOR ST,FRANCISCO ST,,,
25524000,TAYLOR ST,BAY ST,,,
25525000,FRANCISCO ST,COLUMBUS AVE,,,
25526000,HOUSTON ST,COLUMBUS AVE,,,
25527000,JONES ST,CHESTNUT ST,,,
25528000,JONES ST,FRANCISCO ST,,,
25529000,JONES ST,HOUSTON ST,,,
25530000,LOMBARD ST,LEAVENWORTH ST,,,
25531000,LEAVENWORTH ST,CHESTNUT ST,,,
25532000,FRANCISCO ST,BRET HARTE TER,,,
25533000,COLUMBUS AVE,BAY ST,,,
25534000,JONES ST,COLUMBUS AVE,,,
25535000,JONES ST,BAY ST,,,
25536000,LEAVENWORTH ST,BAY ST,,,
25538000,HYDE ST,DELGADO PL,,,
25539000,GREEN ST,EASTMAN ST,,,
25541000,RUSSELL ST,EASTMAN ST,,,
25542000,RUSSELL ST,HYDE ST,,,
25543000,HYDE ST,HASTINGS TER,,,
25545000,UNION ST,EASTMAN ST,,,
25547000,ROCKLAND ST,EASTMAN ST,,,
25548000,EASTMAN ST,ALLEN ST,,,
25549000,UNION ST,LARKIN ST,,,
25550000,UNION ST,MOORE PL,,,
25553000,HYDE ST,FILBERT ST,,,
25555000,SOUTHARD PL,GREENWICH ST,,,
25557000,LARKIN ST,GREENWICH ST,,,
25558000,HYDE ST,GREENWICH ST,,,
25559000,ROCKLAND ST,LARKIN ST,,,
25561000,LARKIN ST,FILBERT ST,,,
25562000,POLK ST,GREEN ST,,,
25563000,UNION ST,POLK ST,,,
25564000,POLK ST,FILBERT ST,,,
25565000,LOMBARD ST,HYDE ST,,,
25566000,LOMBARD ST,LARKIN ST,,,
25567000,LARKIN ST,CHESTNUT ST,,,
25568000,MONTCLAIR TER,LOMBARD ST,,,
25569000,CHESTNUT ST,CHESTNUT ST,,,
25570000,HYDE ST,CHESTNUT ST,,,
25571000,HYDE ST,FRANCISCO ST,,,
25572000,LEAVENWORTH ST,FRANCISCO ST,,,
25573000,NORTH POINT ST,COLUMBUS AVE,,,
25574000,NORTH POINT ST,HYDE ST,,,
25575000,NORTH POINT ST,LEAVENWORTH ST,,,
25576000,LEAVENWORTH ST,COLUMBUS AVE,,,
25577000,HYDE ST,BAY ST,,,
25578000,HYDE ST,BERGEN ALY,,,
25579000,CULEBRA TER,CHESTNUT ST,,,
25581000,LARKIN ST,FRANCISCO ST,,,
25583000,LARKIN ST,BAY ST,,,
25586000,LARKIN ST,BEACH ST,,,
25589000,NORTH POINT ST,LARKIN ST,,,
25591000,TAYLOR ST,BEACH ST,,,
25592000,TAYLOR ST,NORTH POINT ST,,,
25593000,NORTH POINT ST,JONES ST,,,
25594000,TAYLOR ST,JEFFERSON ST,,,
25595000,JONES ST,BEACH ST,,,
25596000,JONES ST,JEFFERSON ST,,,
25597000,LEAVENWORTH ST,BEACH ST,,,
25598000,COLUMBUS AVE,BEACH ST,,,
25599000,RICHARD HENRY DANA PL,JEFFERSON ST,LEAVENWORTH ST,,
25600000,JEFFERSON ST,HYDE ST,,,
25602000,GUERRERO ST,25TH ST,,,
25603000,GUERRERO ST,24TH ST,,,
25604000,FAIR OAKS ST,25TH ST,,,
25605000,FAIR OAKS ST,24TH ST,,,
25606000,GUERRERO ST,ELIZABETH ST,,,
25607000,GUERRERO ST,23RD ST,,,
25608000,FAIR OAKS ST,23RD ST,,,
25609000,DOLORES ST,CLIPPER ST,,,
25610000,DOLORES ST,25TH ST,,,
25611000,CLIPPER ST,CHURCH ST,,,
25612000,JERSEY ST,CHATTANOOGA ST,,,
25613000,JERSEY ST,DOLORES ST,,,
25614000,DOLORES ST,24TH ST,,,
25615000,QUANE ST,23RD ST,,,
25616000,QUANE ST,24TH ST,,,
25617000,DOLORES ST,23RD ST,,,
25618000,MERSEY ST,24TH ST,,,
25619000,CHATTANOOGA ST,24TH ST,,,
25620000,CHATTANOOGA ST,23RD ST,,,
25622000,GUERRERO ST,ALVARADO ST,,,
25623000,GUERRERO ST,22ND ST,,,
25624000,AMES ST,22ND ST,,,
25625000,AMES ST,23RD ST,,,
25626000,FAIR OAKS ST,22ND ST,,,
25627000,GUERRERO ST,21ST ST,,,
25628000,AMES ST,21ST ST,,,
25629000,FAIR OAKS ST,21ST ST,,,
25630000,QUANE ST,22ND ST,,,
25631000,DOLORES ST,22ND ST,,,
25632000,MERSEY ST,23RD ST,,,
25634000,QUANE ST,21ST ST,,,
25635000,DOLORES ST,21ST ST,,,
25636000,CHURCH ST,25TH ST,,,
25637000,VICKSBURG ST,25TH ST,,,
25638000,JERSEY ST,CHURCH ST,,,
25639000,CHURCH ST,24TH ST,,,
25640000,ELIZABETH ST,CHURCH ST,,,
25641000,CHURCH ST,23RD ST,,,
25642000,NELLIE ST,23RD ST,,,
25643000,NELLIE ST,ELIZABETH ST,,,
25644000,SANCHEZ ST,CLIPPER ST,,,
25645000,SANCHEZ ST,25TH ST,,,
25646000,VICKSBURG ST,JERSEY ST,,,
25647000,VICKSBURG ST,24TH ST,,,
25648000,SANCHEZ ST,JERSEY ST,,,
25649000,SANCHEZ ST,24TH ST,,,
25650000,VICKSBURG ST,ELIZABETH ST,,,
25651000,VICKSBURG ST,23RD ST,,,
25652000,ELIZABETH ST,BLANCHE ST,,,
25653000,BLANCHE ST,23RD ST,,,
25654000,SANCHEZ ST,ELIZABETH ST,,,
25655000,SANCHEZ ST,23RD ST,,,
25656000,CHATTANOOGA ST,22ND ST,,,
25657000,SEVERN ST,23RD ST,,,
25659000,CHURCH ST,22ND ST,,,
25661000,CHATTANOOGA ST,21ST ST,,,
25662000,HILL ST,CHURCH ST,,,
25663000,CHURCH ST,21ST ST,,,
25664000,VICKSBURG ST,22ND ST,,,
25666000,SANCHEZ ST,ALVARADO ST,,,
25667000,SANCHEZ ST,22ND ST,,,
25668000,SANCHEZ ST,HILL ST,,,
25669000,SANCHEZ ST,21ST ST,,,
25670000,LIBERTY ST,DOLORES ST,,,
25671000,GUERRERO ST,20TH ST,,,
25672000,LINDA ST,19TH ST,,,
25674000,LINDA ST,18TH ST,,,
25675000,GUERRERO ST,CUMBERLAND ST,,,
25676000,GUERRERO ST,19TH ST,,,
25677000,GUERRERO ST,18TH ST,,,
25678000,LIBERTY ST,CHURCH ST,,,
25679000,DOLORES ST,20TH ST,,,
25680000,OAKWOOD ST,18TH ST,,,
25681000,OAKWOOD ST,19TH ST,,,
25682000,DOLORES ST,CUMBERLAND ST,,,
25683000,DOLORES ST,19TH ST,,,
25684000,DOLORES ST,18TH ST,,,
25685000,DEARBORN ST,18TH ST,,,
25686000,DEARBORN ST,BIRD ST,,,
25687000,DEARBORN ST,17TH ST,,,
25689000,GUERRERO ST,DORLAND ST,,,
25690000,GUERRERO ST,17TH ST,,,
25691000,DORLAND ST,DOLORES ST,,,
25692000,ALBION ST,17TH ST,,,
25693000,CAMP ST,ALBION ST,,,
25695000,ALBION ST,16TH ST,,,
25698000,GUERRERO ST,16TH ST,,,
25699000,ALBION ST,16TH ST,,,
25700000,GUERRERO ST,CAMP ST,,,
25701000,GUERRERO ST,15TH ST,,,
25702000,DOLORES TER,DOLORES ST,,,
25703000,DOLORES ST,17TH ST,,,
25704000,SPENCER ST,16TH ST,,,
25705000,DOLORES ST,CHULA LN,,,
25706000,DOLORES ST,16TH ST,,,
25708000,CHURCH ST,20TH ST,,,
25709000,CUMBERLAND ST,CHURCH ST,,,
25710000,CHURCH ST,19TH ST,,,
25711000,HANCOCK ST,CHURCH ST,,,
25712000,CHURCH ST,18TH ST,,,
25713000,SANCHEZ ST,20TH ST,,,
25714000,SANCHEZ ST,LIBERTY ST,,,
25715000,NOE ST,20TH ST,,,
25716000,SANCHEZ ST,CUMBERLAND ST,,,
25718000,SANCHEZ ST,19TH ST,,,
25719000,SANCHEZ ST,HANCOCK ST,,,
25720000,SANCHEZ ST,18TH ST,,,
25721000,ABBEY ST,17TH ST,,,
25722000,DORLAND ST,CHURCH ST,,,
25723000,CHURCH ST,17TH ST,,,
25724000,LANDERS ST,16TH ST,,,
25725000,CHURCH ST,CHULA LN,,,
25726000,CHURCH ST,16TH ST,,,
25727000,CHURCH ST,15TH ST,,,
25728000,HARLOW ST,16TH ST,,,
25730000,SHARON ST,15TH ST,,,
25731000,SHARON ST,16TH ST,,,
25732000,DEHON ST,16TH ST,,,
25734000,NOE ST,CLIPPER ST,,,
25735000,NOE ST,25TH ST,,,
25736000,CLIPPER ST,CASTRO ST,,,
25737000,NOE ST,JERSEY ST,,,
25738000,NOE ST,24TH ST,,,
25739000,JERSEY ST,CASTRO ST,,,
25740000,NOE ST,ELIZABETH ST,,,
25741000,NOE ST,23RD ST,,,
25742000,ELIZABETH ST,CASTRO ST,,,
25743000,CASTRO ST,25TH ST,,,
25744000,CASTRO ST,24TH ST,,,
25745000,CASTRO ST,23RD ST,,,
25746000,NOE ST,ALVARADO ST,,,
25747000,NOE ST,22ND ST,,,
25748000,NOE ST,HILL ST,,,
25749000,NOE ST,21ST ST,,,
25750000,HILL ST,CASTRO ST,,,
25751000,RAYBURN ST,21ST ST,,,
25752000,CASTRO ST,ALVARADO ST,,,
25753000,CASTRO ST,22ND ST,,,
25754000,CASTRO ST,21ST ST,,,
25755000,LIBERTY ST,CASTRO ST,,,
25756000,CASTRO ST,20TH ST,,,
25757000,DIAMOND ST,CLIPPER ST,,,
25758000,DIAMOND ST,25TH ST,,,
25759000,JERSEY ST,DIAMOND ST,,,
25760000,DIAMOND ST,24TH ST,,,
25761000,ELIZABETH ST,DIAMOND ST,,,
25762000,DIAMOND ST,23RD ST,,,
25763000,DOUGLASS ST,25TH ST,,,
25764000,JERSEY ST,DOUGLASS ST,,,
25765000,DOUGLASS ST,24TH ST,,,
25766000,EUREKA ST,22ND ST,,,
25767000,EUREKA ST,23RD ST,,,
25768000,ELIZABETH ST,DOUGLASS ST,,,
25769000,DOUGLASS ST,23RD ST,,,
25770000,DIAMOND ST,ALVARADO ST,,,
25771000,DIAMOND ST,22ND ST,,,
25772000,COLLINGWOOD ST,21ST ST,,,
25773000,COLLINGWOOD ST,22ND ST,,,
25774000,DIAMOND ST,21ST ST,,,
25775000,COLLINGWOOD ST,20TH ST,,,
25776000,EUREKA ST,21ST ST,,,
25777000,DOUGLASS ST,ALVARADO ST,,,
25778000,DOUGLASS ST,22ND ST,,,
25779000,DIAMOND ST,20TH ST,,,
25780000,EUREKA ST,21ST ST,,,
25781000,EUREKA ST,20TH ST,,,
25782000,SANCHEZ ST,LIBERTY ST,,,
25783000,RAYBURN ST,LIBERTY ST,,,
25784000,NOE ST,LIBERTY ST,,,
25786000,NOE ST,CUMBERLAND ST,,,
25787000,NOE ST,19TH ST,,,
25788000,HARTFORD ST,19TH ST,,,
25789000,HARTFORD ST,20TH ST,,,
25790000,NOE ST,HANCOCK ST,,,
25791000,NOE ST,18TH ST,,,
25792000,HARTFORD ST,18TH ST,,,
25793000,HARTFORD ST,17TH ST,,,
25794000,SANCHEZ ST,FORD ST,,,
25795000,SANCHEZ ST,DORLAND ST,,,
25796000,SANCHEZ ST,17TH ST,,,
25797000,SANCHEZ ST,16TH ST,,,
25798000,PROSPER ST,16TH ST,JOSE SARRIA CT,,
25799000,PROSPER ST,17TH ST,,,
25800000,POND ST,16TH ST,JOSE SARRIA CT,,
25801000,POND ST,17TH ST,,,
25802000,NOE ST,FORD ST,,,
25803000,NOE ST,17TH ST,,,
25804000,NOE ST,16TH ST,MARKET ST,,
25806000,SANCHEZ ST,MARKET ST,,,
25807000,CASTRO ST,16TH ST,,,
25809000,NOE ST,BEAVER ST,,,
25810000,NOE ST,15TH ST,,,
25811000,CASTRO ST,19TH ST,,,
25812000,COLLINGWOOD ST,19TH ST,,,
25813000,CASTRO ST,18TH ST,,,
25814000,MARKET ST,17TH ST,CASTRO ST,,
25815000,COLLINGWOOD ST,18TH ST,,,
25816000,DIAMOND ST,19TH ST,,,
25817000,EUREKA ST,19TH ST,,,
25818000,DIAMOND ST,18TH ST,,,
25819000,EUREKA ST,18TH ST,,,
25820000,MARKET ST,COLLINGWOOD ST,,,
25821000,17TH ST,17TH ST,,,
25822000,STATES ST,CASTRO ST,,,
25823000,CASTRO ST,BEAVER ST,,,
25824000,CASTRO ST,15TH ST,,,
25825000,FLINT ST,16TH ST,,,
25826000,BEAVER ST,15TH ST,,,
25827000,MARKET ST,DIAMOND ST,,,
25828000,DIAMOND ST,17TH ST,,,
25829000,MARKET ST,DOUGLASS ST,,,
25830000,MARKET ST,EUREKA ST,,,
25831000,EUREKA ST,17TH ST,,,
25834000,ALBION ST,15TH ST,,,
25835000,GUERRERO ST,14TH ST,,,
25837000,RAMONA AVE,14TH ST,,,
25838000,RAMONA AVE,15TH ST,,,
25839000,DOLORES ST,ALERT ALY,,,
25840000,DOLORES ST,15TH ST,,,
25841000,HIDALGO TER,DOLORES ST,,,
25843000,GUERRERO ST,BROSNAN ST,,,
25844000,GUERRERO ST,CLINTON PARK,,,
25845000,ROSEMONT PL,14TH ST,,,
25847000,ELGIN PARK,DUBOCE AVE,,,
25848000,MCCOPPIN ST,ELGIN PARK,,,
25849000,PEARL ST,DUBOCE AVE,,,
25850000,PINK ALY,PEARL ST,,,
25853000,VALENCIA ST,MCCOPPIN ST,,,
25857000,OCTAVIA ST,HAIGHT ST,,,
25858000,WALLER ST,OCTAVIA ST,,,
25860000,GUERRERO ST,DUBOCE AVE,,,
25863000,LAGUNA ST,HERMANN ST,,,
25864000,HERMANN ST,BUCHANAN ST,,,
25865000,MARKET ST,DOLORES ST,,,
25867000,LAGUNA ST,HAIGHT ST,,,
25868000,WALLER ST,LAGUNA ST,,,
25869000,HAIGHT ST,BUCHANAN ST,,,
25870000,ROSE ST,LAGUNA ST,,,
25871000,DOLORES ST,14TH ST,,,
25873000,LANDERS ST,15TH ST,,,
25874000,LANDERS ST,14TH ST,,,
25875000,DOLORES ST,CLINTON PARK,,,
25876000,RESERVOIR ST,CHURCH ST,,,
25877000,RESERVOIR ST,MARKET ST,,,
25878000,MARKET ST,14TH ST,,,
25880000,MARKET ST,15TH ST,,,
25881000,MARKET ST,CHURCH ST,,,
25882000,CHURCH ST,14TH ST,,,
25883000,BOYNTON CT,14TH ST,BELCHER ST,,
25884000,DUBOCE AVE,CHURCH ST,,,
25886000,WEBSTER ST,GERMANIA ST,,,
25887000,WEBSTER ST,HERMANN ST,,,
25888000,HERMANN ST,CHURCH ST,,,
25889000,GERMANIA ST,FILLMORE ST,,,
25890000,WALLER ST,BUCHANAN ST,,,
25891000,LAUSSAT ST,BUCHANAN ST,,,
25892000,DUBOCE AVE,BELCHER ST,,,
25893000,FILLMORE ST,DUBOCE AVE,,,
25894000,HERMANN ST,FILLMORE ST,,,
25895000,WALLER ST,FILLMORE ST,,,
25896000,WEBSTER ST,LAUSSAT ST,,,
25897000,WEBSTER ST,WALLER ST,,,
25898000,WEBSTER ST,HAIGHT ST,,,
25899000,HAIGHT ST,FILLMORE ST,,,
25900000,WEBSTER ST,OAK ST,,,
25901000,WEBSTER ST,PAGE ST,,,
25902000,PAGE ST,FILLMORE ST,,,
25903000,PAGE ST,BUCHANAN ST,,,
25904000,LAUSSAT ST,FILLMORE ST,,,
25905000,LILY ST,GOUGH ST,,,
25906000,OAK ST,GOUGH ST,,,
25907000,ROSE ST,OCTAVIA ST,,,
25908000,PAGE ST,LAGUNA ST,,,
25909000,PAGE ST,OCTAVIA ST,,,
25910000,OCTAVIA ST,LILY ST,,,
25911000,LILY ST,LAGUNA ST,,,
25912000,OCTAVIA ST,HICKORY ST,,,
25913000,LAGUNA ST,FELL ST,,,
25914000,OCTAVIA ST,FELL ST,,,
25915000,HICKORY ST,GOUGH ST,,,
25916000,GOUGH ST,FELL ST,,,
25917000,LINDEN ST,GOUGH ST,,,
25918000,HAYES ST,GOUGH ST,,,
25919000,IVY ST,GOUGH ST,,,
25921000,LILY ST,BUCHANAN ST,,,
25922000,OAK ST,BUCHANAN ST,,,
25924000,HICKORY ST,BUCHANAN ST,,,
25925000,OCTAVIA ST,HAYES ST,,,
25926000,OCTAVIA ST,LINDEN ST,,,
25927000,LINDEN ST,LAGUNA ST,,,
25928000,OCTAVIA ST,GROVE ST,,,
25929000,OCTAVIA ST,IVY ST,,,
25930000,FELL ST,BUCHANAN ST,,,
25931000,LINDEN ST,BUCHANAN ST,,,
25932000,LAGUNA ST,HAYES ST,,,
25933000,HAYES ST,BUCHANAN ST,,,
25934000,LAGUNA ST,GROVE ST,,,
25935000,LAGUNA ST,IVY ST,,,
25936000,IVY ST,BUCHANAN ST,,,
25937000,LAGUNA ST,BIRCH ST,,,
25938000,GROVE ST,BUCHANAN ST,,,
25939000,GROVE ST,GOUGH ST,,,
25940000,GOUGH ST,FULTON ST,,,
25941000,MCALLISTER ST,GOUGH ST,,,
25942000,GOUGH ST,GOLDEN GATE AVE,,,
25943000,GOUGH ST,ELM ST,,,
25944000,OCTAVIA ST,BIRCH ST,,,
25945000,OCTAVIA ST,FULTON ST,,,
25946000,MCALLISTER ST,LAGUNA ST,,,
25948000,WEBSTER ST,HICKORY ST,,,
25949000,OAK ST,FILLMORE ST,,,
25950000,WEBSTER ST,FELL ST,,,
25952000,WEBSTER ST,HAYES ST,,,
25953000,HAYES ST,FILLMORE ST,,,
25954000,WEBSTER ST,GROVE ST,,,
25955000,WEBSTER ST,IVY ST,,,
25956000,WEBSTER ST,FULTON ST,,,
25957000,GROVE ST,FILLMORE ST,,,
25958000,LAGUNA ST,FULTON ST,,,
25959000,LAGUNA ST,GOLDEN GATE AVE,,,
25960000,REDWOOD ST,LAGUNA ST,,,
25962000,TURK ST,LAGUNA ST,,,
25963000,TURK ST,GOUGH ST,,,
25964000,LAGUNA ST,EDDY ST,,,
25965000,FULTON ST,FILLMORE ST,,,
25966000,WEBSTER ST,GOLDEN GATE AVE,,,
25967000,WEBSTER ST,MCALLISTER ST,,,
25968000,MCALLISTER ST,FILLMORE ST,,,
25971000,GOLDEN GATE AVE,FILLMORE ST,,,
25972000,WEBSTER ST,TURK ST,,,
25973000,TURK ST,FILLMORE ST,,,
25974000,WEBSTER ST,EDDY ST,,,
25975000,SANCHEZ ST,15TH ST,,,
25976000,SANCHEZ ST,HENRY ST,,,
25977000,SANCHEZ ST,14TH ST,,,
25980000,WALTER ST,14TH ST,,,
25981000,NOE ST,HENRY ST,,,
25982000,NOE ST,14TH ST,,,
25983000,HENRY ST,CASTRO ST,,,
25984000,NOE ST,DUBOCE AVE,,,
25985000,WALTER ST,DUBOCE AVE,,,
25986000,SANCHEZ ST,DUBOCE AVE,,,
25987000,STEINER ST,DUBOCE AVE,,,
25988000,STEINER ST,GERMANIA ST,,,
25989000,STEINER ST,HERMANN ST,,,
25990000,WALLER ST,POTOMAC ST,,,
25991000,WALLER ST,STEINER ST,,,
25992000,STEINER ST,LAUSSAT ST,,,
25993000,STEINER ST,HAIGHT ST,,,
25994000,STEINER ST,OAK ST,,,
25995000,STEINER ST,PAGE ST,,,
25996000,WALLER ST,PIERCE ST,,,
25998000,WALLER ST,CARMELITA ST,,,
25999000,PIERCE ST,HAIGHT ST,,,
26002000,PIERCE ST,OAK ST,,,
26003000,PIERCE ST,PAGE ST,,,
26004000,CASTRO ST,14TH ST,,,
26005000,DUBOCE AVE,CASTRO ST,,,
26006000,SCOTT ST,DUBOCE AVE,,,
26007000,DIVISADERO ST,14TH ST,,,
26008000,LLOYD ST,CASTRO ST,,,
26009000,DUBOCE AVE,ALPINE TER,,,
26010000,DUBOCE AVE,DIVISADERO ST,,,
26011000,WALLER ST,CASTRO ST,DIVISADERO ST,,
26013000,ROOSEVELT WAY,BUENA VISTA TER,,,
26014000,ROOSEVELT WAY,14TH ST,ALPINE TER,,
26015000,BUENA VISTA TER,14TH ST,,,
26018000,ROOSEVELT WAY,15TH ST,PARK HILL AVE,,
26019000,WALLER ST,ALPINE TER,,,
26021000,DUBOCE AVE,BUENA VISTA AVE,BUENA VISTA TER,,
26022000,WALLER ST,BUENA VISTA AVE,,,
26023000,SCOTT ST,LLOYD ST,,,
26024000,WALLER ST,SCOTT ST,,,
26025000,SCOTT ST,HAIGHT ST,,,
26026000,HAIGHT ST,DIVISADERO ST,,,
26027000,SCOTT ST,OAK ST,,,
26028000,SCOTT ST,PAGE ST,,,
26029000,PAGE ST,DIVISADERO ST,,,
26030000,SCOTT ST,FELL ST,,,
26031000,OAK ST,DIVISADERO ST,,,
26032000,WALLER ST,BRODERICK ST,,,
26033000,HAIGHT ST,BAKER ST,BUENA VISTA AVE,,
26034000,HAIGHT ST,BRODERICK ST,,,
26035000,PAGE ST,BRODERICK ST,,,
26036000,OAK ST,BRODERICK ST,,,
26037000,FILLMORE ST,FELL ST,,,
26038000,STEINER ST,FELL ST,,,
26039000,PIERCE ST,FELL ST,,,
26040000,STEINER ST,GROVE ST,,,
26041000,STEINER ST,HAYES ST,,,
26042000,STEINER ST,FULTON ST,,,
26043000,PIERCE ST,HAYES ST,,,
26044000,FILLMORE ST,EDDY ST,,,
26045000,STEINER ST,GOLDEN GATE AVE,,,
26046000,STEINER ST,MCALLISTER ST,,,
26047000,TURK ST,PIERCE ST,,,
26048000,TURK ST,STEINER ST,,,
26049000,STEINER ST,EDDY ST,,,
26050000,FELL ST,DIVISADERO ST,,,
26051000,SCOTT ST,GROVE ST,,,
26052000,SCOTT ST,HAYES ST,,,
26053000,HAYES ST,DIVISADERO ST,,,
26054000,PIERCE ST,FULTON ST,,,
26055000,SCOTT ST,FULTON ST,,,
26056000,GROVE ST,DIVISADERO ST,,,
26057000,FULTON ST,DIVISADERO ST,,,
26058000,FELL ST,BRODERICK ST,,,
26059000,HAYES ST,BRODERICK ST,,,
26060000,GROVE ST,BRODERICK ST,,,
26061000,FULTON ST,BRODERICK ST,,,
26062000,PIERCE ST,GOLDEN GATE AVE,,,
26063000,PIERCE ST,MCALLISTER ST,,,
26064000,PIERCE ST,ELM ST,,,
26065000,SCOTT ST,GOLDEN GATE AVE,,,
26066000,SCOTT ST,MCALLISTER ST,,,
26067000,MCALLISTER ST,DIVISADERO ST,,,
26068000,PIERCE ST,EDDY ST,,,
26069000,SCOTT ST,ELM ST,,,
26070000,GOLDEN GATE AVE,DIVISADERO ST,,,
26071000,SEYMOUR ST,GOLDEN GATE AVE,,,
26072000,MCALLISTER ST,BRODERICK ST,,,
26073000,GOLDEN GATE AVE,BRODERICK ST,,,
26074000,TURK ST,SCOTT ST,,,
26075000,SCOTT ST,EDDY ST,,,
26076000,EDDY ST,DIVISADERO ST,,,
26077000,TURK ST,DIVISADERO ST,,,
26078000,TURK ST,SEYMOUR ST,,,
26079000,TURK ST,BRODERICK ST,,,
26080000,HOMESTEAD ST,25TH ST,,,
26081000,HOMESTEAD ST,24TH ST,,,
26082000,HOFFMAN AVE,25TH ST,,,
26083000,HOFFMAN AVE,24TH ST,,,
26084000,HOFFMAN AVE,ELIZABETH ST,,,
26085000,HOFFMAN AVE,23RD ST,,,
26086000,FOUNTAIN ST,24TH ST,,,
26087000,GRAND VIEW AVE,24TH ST,,,
26088000,GRAND VIEW AVE,ELIZABETH ST,,,
26089000,GRAND VIEW AVE,23RD ST,,,
26090000,ROMAIN ST,21ST ST,DOUGLASS ST,,
26091000,WORTH ST,21ST ST,,,
26092000,WORTH ST,22ND ST,,,
26093000,GRAND VIEW AVE,21ST ST,,,
26096000,ROMAIN ST,GRAND VIEW AVE,,,
26097000,GRAND VIEW TER,GRAND VIEW AVE,,,
26098000,HOFFMAN AVE,ALVARADO ST,,,
26099000,HOFFMAN AVE,22ND ST,,,
