CNN,street1,street2,street3,street4,street5
50365000,GREENWICH ST,END: 1-99 BLOCK,,,
50366000,SPEAR ST,END: 400-499 BLOCK,,,
50367000,MONTCLAIR TER,END: 1-99 BLOCK,,,
50368000,LARKIN ST,END: 900-999 BLOCK,,,
50369000,MEDAU PL,END: 1-99 BLOCK,,,
50370000,CULEBRA TER,START: 1-99 BLOCK,,,
50371000,OCTAVIA ST,START: 1550-1599 BLOCK,,,
50372000,WEBSTER ST,WEBSTER ST,,,
50373000,POTOMAC ST,START: 1-99 BLOCK,,,
50374000,CARMELITA ST,START: 1-99 BLOCK,,,
50376000,HEMLOCK ST,END: 600-699 BLOCK,,,
50377000,BONITA ST,END: 1-99 BLOCK,,,
50378000,BLACKSTONE CT,END: 1-99 BLOCK,,,
50379000,VAN NESS AVE,END: 3200-3299 BLOCK,,,
50380000,ODD FELLOWS WAY,END: 600-699 BLOCK,,,
50384000,CHANNEL ST,END,,,
50385000,4TH ST,CHANNEL ST,,,
50503000,MAPLE ST,START: 1-99 BLOCK,,,
50504000,CHERRY ST,START: 1-99 BLOCK,,,
50505000,RAYCLIFF TER,END: 1-99 BLOCK,,,
50506000,NORMANDIE TER,NORMANDIE TER,,,
50507000,BAKER ST,BAKER ST,,,
50508000,MILEY ST,START: 1-99 BLOCK,,,
50511000,BLAKE ST,START: 1-99 BLOCK,,,
50512000,COOK ST,START: 1-99 BLOCK,,,
50513000,LEONA TER,END: 1-99 BLOCK,,,
50514000,EMERSON ST,START: 1-99 BLOCK,,,
50515000,ERKSON CT,END: 1-99 BLOCK,,,
50516000,LOCUST ST,END: 551-599 BLOCK,,,
50517000,YACHT RD,END: 1-99 BLOCK,,,
50522000,PARAMOUNT TER,END: 1-99 BLOCK,,,
50523000,ALMADEN CT,START: 1-99 BLOCK,,,
50524000,LORAINE CT,START: 1-99 BLOCK,,,
50525000,ATALAYA TER,START: 1-99 BLOCK,,,
50526000,LOYOLA TER,END: 1-99 BLOCK,,,
50527000,HEMWAY TER,END: 1-99 BLOCK,,,
50528000,HILL POINT AVE,START: 1-99 BLOCK,,,
50529000,COLE ST,END: 1500-1599 BLOCK,,,
50530000,CALIFORNIA ST,END: 7000-7099 BLOCK,,,
50531000,MARVEL CT,END: 1-99 BLOCK,,,
50532000,LA PLAYA,END: 200-299 BLOCK,,,
50533000,TACOMA ST,END: 1-99 BLOCK,,,
50534000,MORAGA ST,LOCKSLEY AVE,,,
50536000,BERCUT ACCESS RD,END: 0-0 BLOCK,,,
50537000,RECYCLING CENTER ACCESS RD,START: 0-0 BLOCK,,,
50539000,GOLF COURSE ACCESS RD,END: 0-0 BLOCK,,,
50541000,MILLWRIGHT COTTAGE ACCESS RD,END: 0-0 BLOCK,,,
50542000,DUTCH WINDMILL ACCESS RD,END: 0-0 BLOCK,,,
50544000,CRESTWELL WALK,END: 1-99 BLOCK,,,
50545000,ENCINAL WALK,END: 1-99 BLOCK,,,
50546000,ENCINAL WALK,END: 100-199 BLOCK,,,
50547000,SHELDON TER,END: 1-99 BLOCK,,,
50548000,QUINTARA ST,START: 1-99 BLOCK,,,
50549000,ANGLO ALY,END: 100-199 BLOCK,,,
50550000,MENDOSA AVE,START: 0-0 BLOCK,,,
50551000,MENDOSA AVE,END: 133-199 BLOCK,,,
50552000,MENDOSA AVE,END: 132-160 BLOCK,,,
50553000,CRAGMONT AVE,END: 100-199 BLOCK,,,
50554000,GATEVIEW CT,START: 1-99 BLOCK,,,
50555000,RIVERA ST,FUNSTON AVE,,,
50556000,RIVERA ST,RIVERA ST,,,
50557000,12TH AVE,START: 2300-2350 BLOCK,,,
50558000,FUNSTON AVE,START: 2300-2399 BLOCK,,,
50560000,LINARES AVE,END: 66-99 BLOCK,,,
50562000,ARDENWOOD WAY,START: 1-99 BLOCK,,,
50563000,YORBA ST,YORBA ST,,,
50565000,WAWONA ST,WAWONA ST,,,
50566000,26TH AVE,END: 2600-2699 BLOCK,,,
50567000,ROSEMARY CT,END: 1-99 BLOCK,,,
50569000,ORD CT,DOUGLASS ST,,,
50570000,FLINT ST,END: 51-99 BLOCK,,,
50571000,MONUMENT WAY,START: 11-99 BLOCK,,,
50572000,EDGEWOOD AVE,END: 125-299 BLOCK,,,
50573000,FARNSWORTH LN,END: 50-99 BLOCK,,,
50574000,FAIRBANKS ST,END: 1-99 BLOCK,,,
50575000,FOREST KNOLLS DR,END: 100-199 BLOCK,,,
50576000,LAKE FOREST CT,START: 1-99 BLOCK,,,
50577000,CRESTMONT DR,END: 282-599 BLOCK,,,
50578000,5TH AVE,END: 1500-1599 BLOCK,,,
50579000,WOODHAVEN CT,END: 1-99 BLOCK,,,
50580000,HENRY ST,END: 200-299 BLOCK,,,
50581000,MUSEUM WAY,END: 1-197 BLOCK,,,
50582000,16TH ST,END: 3765-3899 BLOCK,,,
50583000,DEMING ST,START: 1-43 BLOCK,,,
50584000,BELGRAVE AVE,START: 1-32 BLOCK,,,
50585000,BELGRAVE AVE,END: 200-299 BLOCK,,,
50586000,SATURN ST,SATURN ST,,,
50588000,ORD CT,END: 1-99 BLOCK,,,
50589000,ACME ALY,START: 1-99 BLOCK,,,
50593000,BURNETT AVE NORTH,BURNETT AVE,,,
50594000,LAMSON LN,END: 50-99 BLOCK,,,
50595000,GRAND VIEW TER,END: 1-99 BLOCK,,,
50596000,CARSON ST,START: 1-99 BLOCK,,,
50598000,LORI LN,START: 1-99 BLOCK,,,
50599000,GREENVIEW CT,END: 1-99 BLOCK,,,
50600000,CLAIRVIEW CT,END: 50-99 BLOCK,,,
50601000,MOUNTAIN SPRING AVE,START: 1-145 BLOCK,,,
50602000,SAINT GERMAIN AVE,END: WEST,,,
50603000,FARVIEW CT,END: 50-99 BLOCK,,,
50604000,STANTON ST,START: 1-29 BLOCK,,,
50605000,CORWIN ST,START: 100-199 BLOCK,,,
50606000,CLOVER LN,END: 100-199 BLOCK,,,
50607000,THORP LN,END: 100-199 BLOCK,,,
50610000,COLON AVE,START: 1-99 BLOCK,,,
50611000,WILDWOOD WAY,START: 1-99 BLOCK,,,
50612000,SAN RAMON WAY,START: 1-99 BLOCK,,,
50613000,DETROIT ST,DETROIT ST,,,
50614000,HOMEWOOD CT,END: 1-99 BLOCK,,,
50615000,WILDWOOD WAY,END: 537-599 BLOCK,,,
50616000,ARCO WAY,START: 1-99 BLOCK,,,
50617000,NANTUCKET AVE,END: 1-99 BLOCK,,,
50618000,COLONIAL WAY,END: 1-99 BLOCK,,,
50619000,MARSTON AVE,MARSTON AVE,,,
50620000,RALEIGH ST,END: 1-99 BLOCK,,,
50621000,HAVELOCK ST,END: 149-199 BLOCK,,,
50622000,WEST RD,HAVELOCK ST,,,
50624000,GOLDING LN,START: 1-99 BLOCK,,,
50626000,CUESTA CT,START: 1-99 BLOCK,,,
50627000,SUNVIEW DR,START: 1-99 BLOCK,,,
50628000,PEREGO TER,END: 1-99 BLOCK,,,
50629000,LONGVIEW CT,START: 1-99 BLOCK,,,
50630000,MOUNTVIEW CT,START: 1-99 BLOCK,,,
50631000,PORTOLA DR,END: 0-0 BLOCK,,,
50632000,MIDCREST WAY,END: 100-199 BLOCK,,,
50634000,SAN MARCOS AVE,SAN MARCOS AVE,,,
50635000,CASTENADA AVE,END: BLOCK,,,
50637000,CRESTLINE DR,END: 100-199 BLOCK,,,
50638000,DORANTES AVE,END: 298-399 BLOCK,,,
50639000,VENTURA AVE,END: 89-99 BLOCK,,,
50641000,UNNAMED 038,MYRA WAY,,,
50642000,CLARKSON ST,START: 400-499 BLOCK,,,
50643000,BURNETT AVE,START: 1-49 BLOCK,,,
50644000,31ST ST,START: 1-99 BLOCK,,,
50646000,ROCKAWAY AVE,ROCK ALY,,,
50647000,ROCKWOOD CT,END: 1-99 BLOCK,,,
50648000,STANFORD HEIGHTS AVE,DORCAS WAY,,,
50649000,SHERWOOD CT,END: 1-99 BLOCK,,,
50650000,CASITAS AVE,START: 1-190 BLOCK,,,
50651000,ENCLINE CT,START: 1-99 BLOCK,,,
50652000,EL SERENO CT,EL SERENO CT,,,
50654000,UNNAMED 037,ROCKDALE DR,,,
50656000,CLARKSON ST,END: 400-499 BLOCK,,,
50657000,VALLETTA CT,VALLETTA CT,,,
50658000,VISTA VERDE CT,END: 1-74 BLOCK,,,
50659000,LASSEN ALY,END: 1-99 BLOCK,,,
50660000,CUBA ALY,END: 1-99 BLOCK,,,
50661000,SAINT CROIX DR,END: 577-599 BLOCK,,,
50662000,COVENTRY LN,COVENTRY CT,,,
50663000,MERCATO CT,START: 1-99 BLOCK,,,
50664000,HILLCREST CT,START: 1-99 BLOCK,,,
50665000,KENWOOD WAY,END: 500-599 BLOCK,,,
50666000,DORADO TER,END: 237-299 BLOCK,,,
50667000,DORADO TER,END: 161-199 BLOCK,,,
50668000,DORADO TER,END: 100-114 BLOCK,,,
50673000,ELMWOOD WAY,END: 100-199 BLOCK,,,
50675000,SPENCER ST,START: 1-99 BLOCK,,,
50676000,STEVENSON ST,END: 1100-1199 BLOCK,,,
50677000,JESSIE ST,END: 1300-1399 BLOCK,,,
50678000,CALEDONIA ST,START: 1-99 BLOCK,,,
50679000,LINDA ST,END: 100-199 BLOCK,,,
50680000,TREAT AVE,END: 650-699 BLOCK,,,
50681000,ROSEMONT PL,START: 1-99 BLOCK,,,
50682000,DEHON ST,END: 1-99 BLOCK,,,
50683000,HIDALGO TER,START: 1-99 BLOCK,,,
50684000,DOLORES TER,START: 1-99 BLOCK,,,
50685000,ENTERPRISE ST,END: 1-99 BLOCK,,,
50686000,CUNNINGHAM PL,END: 1-99 BLOCK,,,
50687000,RONDEL PL,END: 1-99 BLOCK,,,
50688000,HARLOW ST,END: 1-99 BLOCK,,,
50689000,BIRD ST,START: 1-99 BLOCK,,,
50690000,NATOMA ST,END: 1065-1150 BLOCK,,,
50691000,KISSLING ST,START: 1-99 BLOCK,,,
50692000,JUNIPER ST,END: 1-99 BLOCK,,,
50693000,DORE ST,END: 100-199 BLOCK,,,
50694000,STEVENSON ST,END: 1266-1299 BLOCK,,,
50695000,BURNS PL,END: 1-99 BLOCK,,,
50697000,PINK ALY,END: 1-99 BLOCK,,,
50698000,CHASE CT,END: 1-99 BLOCK,,,
50699000,JESSIE ST,END: 900-999 BLOCK,,,
50702000,MERSEY ST,START: 100-199 BLOCK,,,
50703000,POPLAR ST,START: 1-99 BLOCK,,,
50704000,MERSEY ST,START: 200-299 BLOCK,,,
50705000,OSAGE ALY,START: 1-99 BLOCK,,,
50706000,ORANGE ALY,START: 1-49 BLOCK,,,
50707000,SEVERN ST,START: 1-99 BLOCK,,,
50708000,NELLIE ST,START: 1-99 BLOCK,,,
50709000,BLANCHE ST,START: 1-99 BLOCK,,,
50711000,SERGEANT JOHN V YOUNG ST,END: 1-99 BLOCK,,,
50712000,23RD ST,END,,,
50713000,25TH ST,START: 0-0 BLOCK,,,
50714000,24TH ST,START: 0-0 BLOCK,,,
50715000,CAIRE TER,END: 5-99 BLOCK,,,
50716000,MISSISSIPPI ST,START: 1200-1299 BLOCK,,,
50717000,MISSISSIPPI ST,START: 1000-1099 BLOCK,,,
50718000,UTAH ST,END: 1400-1499 BLOCK,,,
50721000,WATCHMAN WAY,END: 1-99 BLOCK,,,
50722000,TURNER TER,END: 1-99 BLOCK,,,
50723000,MINNESOTA ST,END: 1000-1099 BLOCK,,,
50727000,26TH ST,START: 100-199 BLOCK,,,
50728000,MASSACHUSETTS ST,END: 0-0 BLOCK,,,
50729000,MARIN ST,START: 800-949 BLOCK,,,
50730000,MARIN ST,MARIN ST,,,
50746000,ISLAIS ST,START: 0-0 BLOCK,,,
50747000,INDIA ST,START: 0-0 BLOCK,,,
50748000,DONAHUE ST,END: 400-499 BLOCK,,,
50750000,NEWHALL ST,END: 1-99 BLOCK,,,
50751000,NEWHALL ST,START: 100-199 BLOCK,,,
50752000,CLEO RAND AVE,START: 100-199 BLOCK,,,
50754000,GRIFFITH ST,START: 0-0 BLOCK,,,
50755000,HUDSON AVE,END: BLOCK,,,
50759000,FAIRFAX AVE,END: 0-0 BLOCK,,,
50760000,GALVEZ AVE,END: 0-0 BLOCK,,,
50762000,KIRKWOOD AVE,START: 1400-1499 BLOCK,,,
50763000,ARELIOUS WALKER DR,END: 300-399 BLOCK,,,
50764000,ARELIOUS WALKER DR,END: 1600-1699 BLOCK,,,
50765000,WHITFIELD CT,END: 1-99 BLOCK,,,
50766000,OAKDALE AVE,END: 1200-1299 BLOCK,,,
50767000,GEORGE CT,END: 1-42 BLOCK,,,
50768000,BALDWIN CT,END: 1-99 BLOCK,,,
50769000,NAVY RD,END: 1000-1099 BLOCK,,,
50770000,REARDON RD,END: 1-99 BLOCK,,,
50771000,HUDSON AVE,START: 1000-1029 BLOCK,,,
50772000,ROSIE LEE LN,END: 50-99 BLOCK,,,
50773000,MATTHEW CT,END: 1-25 BLOCK,,,
50774000,BEATRICE LN,END: 76-99 BLOCK,,,
50775000,GARLINGTON CT,GARLINGTON CT,,,
50776000,OAKDALE AVE,START: 1300-1399 BLOCK,,,
50777000,JENNINGS ST,START: 1400-1499 BLOCK,,,
50778000,MCKINNON AVE,START: 1400-1499 BLOCK,,,
50779000,PROGRESS ST,END: 1-99 BLOCK,,,
50780000,WESTBROOK CT,START: 1-99 BLOCK,,,
50781000,ARDATH CT,END: 1-99 BLOCK,,,
50782000,COMMER CT,START: 1-99 BLOCK,,,
50783000,BELL CT,START: 1-12 BLOCK,,,
50784000,BASS CT,START: 1-99 BLOCK,,,
50785000,CARPENTER CT,START: 1-11 BLOCK,,,
50787000,JAKEY CT,START: 1-12 BLOCK,,,
50788000,DUKES CT,DUKES CT,,,
50789000,YOUNG CT,START: 1-15 BLOCK,,,
50792000,RICHARDS CIR,START: 1-99 BLOCK,,,
50793000,MABREY CT,START: 1-17 BLOCK,,,
50794000,CASHMERE ST,CASHMERE ST,,,
50795000,DEDMAN CT,DEDMAN CT,,,
50796000,REUEL CT,REUEL CT,,,
50799000,BOALT ST,START: 0-0 BLOCK,,,
50800000,CARROLL AVE,START: 0-0 BLOCK,,,
50801000,GRIFFITH ST,START: 2000-2099 BLOCK,,,
50802000,ALVORD ST,START: 0-0 BLOCK,,,
50803000,SHIP ST,START: 0-0 BLOCK,,,
50804000,DOCK ST,START: 0-0 BLOCK,,,
50805000,TEVIS ST,START: 0-0 BLOCK,,,
50806000,VON SCHMIDT ST,START: 0-0 BLOCK,,,
50807000,POLLOCK ST,START: 0-0 BLOCK,,,
50809000,DONNER AVE,START: 1600-1699 BLOCK,,,
50812000,INGERSON AVE,END: 0-0 BLOCK,,,
50813000,SHIP ST,END: 0-0 BLOCK,,,
50816000,TEVIS ST,COUNTY LINE,,,
50817000,GILMAN AVE,COUNTY LINE,,,
50818000,FITZGERALD AVE,START: 0-0 BLOCK,,,
50819000,VON SCHMIDT ST,COUNTY LINE,,,
50820000,EGBERT AVE,COUNTY LINE,,,
50821000,HOLLISTER AVE,START: 900-999 BLOCK,,,
50822000,BAYVIEW PARK RD,END: 68-99 BLOCK,,,
50823000,BAYVIEW PARK RD,END: 0-0 BLOCK,,,
50824000,JENNINGS CT,START: 32-50 BLOCK,,,
50825000,LE CONTE AVE,START: 700-799 BLOCK,,,
50830000,EGBERT AVE,START: 0-0 BLOCK,,,
50832000,NUEVA AVE,START: 1-199 BLOCK,,,
50833000,VISITACION AVE,TUNNEL AVE,,,
50834000,LATHROP AVE,END: 600-699 BLOCK,,,
50835000,TOCOLOMA AVE,END: 400-499 BLOCK,,,
50836000,WHEELER AVE,END: 400-499 BLOCK,,,
50837000,PENINSULA AVE,END: 400-499 BLOCK,,,
50838000,SAMPSON AVE,START: 0-0 BLOCK,,,
50839000,TOCOLOMA AVE,START: 100-299 BLOCK,,,
50840000,VISITACION AVE,START: 400-499 BLOCK,,,
50841000,COLEMAN ST,START: 0-0 BLOCK,,,
50842000,NIBBI CT,END: 1-99 BLOCK,,,
50844000,OLNEY AVE,COUNTY LINE,,,
50845000,COLEMAN ST,COUNTY LINE,,,
50846000,PULASKI AVE,COUNTY LINE,,,
50847000,QUEBEC AVE,COUNTY LINE,,,
50849000,RICHTER AVE,COUNTY LINE,,,
50850000,SAMPSON AVE,COUNTY LINE,,,
50852000,HARNEY WAY,COUNTY LINE,,,
50854000,BAY SHORE BLVD,COUNTY LINE,,,
50855000,BAY SHORE BLVD,COUNTY LINE,,,
50856000,TUNNEL AVE,COUNTY LINE,,,
50857000,SUNNYDALE AVE,START: 250-299 BLOCK,,,
50859000,ISLAIS ST,END: 0-0 BLOCK,,,
50860000,INNES AVE,INNES AVE,,,
50861000,LANE ST,END: 1-49 BLOCK,,,
50862000,BURKE AVE,START: 1500-1599 BLOCK,,,
50863000,RANKIN ST,END: 300-399 BLOCK,,,
50864000,KIRKWOOD AVE,START: 1800-1899 BLOCK,,,
50866000,VISTA VIEW CT,END: 1-99 BLOCK,,,
50867000,CLEARVIEW CT,END: 1-99 BLOCK,,,
50868000,WATERVILLE ST,START: 200-299 BLOCK,,,
50869000,REVERE AVE,START: 1900-1999 BLOCK,,,
50870000,QUESADA AVE,START: 1800-1899 BLOCK,,,
50871000,THOMAS AVE,END: 2100-2199 BLOCK,,,
50873000,NEWCOMB AVE,START: 1801-1899 BLOCK,,,
50875000,DIANA ST,DIANA ST,,,
50876000,MEADE AVE,END: 1000-1099 BLOCK,,,
50877000,WALLACE AVE,END: 1700-1799 BLOCK,,,
50878000,EGBERT AVE,START: 1700-1798 BLOCK,,,
50879000,FITZGERALD AVE,START: 1700-1799 BLOCK,,,
50880000,DONNER AVE,START: 1800-1899 BLOCK,,,
50881000,MERCURY ST,END: 100-199 BLOCK,,,
50884000,ELMIRA ST,START: 400-499 BLOCK,,,
50886000,REBECCA LN,END: 1-99 BLOCK,,,
50887000,BOWMAN CT,END: 1-99 BLOCK,,,
50891000,BERNAL HEIGHTS BLVD,ANDOVER ST,,,
50892000,ADAM ST,END: 100-199 BLOCK,,,
50893000,COSGROVE ST,END: 1-99 BLOCK,,,
50894000,PATTERSON ST,START: 1-99 BLOCK,,,
50895000,SHOTWELL ST,END: 1500-1599 BLOCK,,,
50896000,MANCHESTER ST,END: 100-199 BLOCK,,,
50897000,TREAT AVE,END: 1500-1699 BLOCK,,,
50898000,WALTHAM ST,START: 2-99 BLOCK,,,
50899000,NORWICH ST,END: 55-99 BLOCK,,,
50900000,BESSIE ST,BESSIE ST,,,
50904000,BONVIEW ST,START: 100-199 BLOCK,,,
50905000,BOCANA ST,START: 100-159 BLOCK,,,
50906000,BONVIEW ST,END: 100 BLOCK,,,
50907000,LUNDYS LN,END: 1-49 BLOCK,,,
50908000,PETERS AVE,END: 1-99 BLOCK,,,
50909000,PERALTA AVE,END: 700-799 BLOCK,,,
50910000,EUGENIA AVE,END: 1500-1599 BLOCK,,,
50911000,ANDOVER ST,START: 1-99 BLOCK,,,
50914000,GATES ST,START: 1-99 BLOCK,,,
50915000,FOLSOM ST,START: 3500-3581 BLOCK,,,
50916000,BANKS ST,START: 66-88 BLOCK,,,
50917000,PRENTISS ST,START: 1-80 BLOCK,,,
50918000,NEVADA ST,START: 1-74 BLOCK,,,
50919000,ROSENKRANZ ST,START: 1-76 BLOCK,,,
50922000,THORNE WAY,END: 1-99 BLOCK,,,
50924000,MAYFLOWER ST,START: 190-199 BLOCK,,,
50926000,CASE ST,START: 100-199 BLOCK,,,
50927000,WEST VIEW AVE,END: 1-99 BLOCK,,,
50928000,TULANE ST,END: 1-49 BLOCK,,,
50929000,MURRAY ST,END: 300-399 BLOCK,,,
50930000,BENTON AVE,END: 278-299 BLOCK,,,
50931000,ISLAIS ST,END: 200-299 BLOCK,,,
50932000,HUNTER ST,END: 100-199 BLOCK,,,
50933000,CASE ST,END: 100-199 BLOCK,,,
50934000,BANKS ST,END: 700-799 BLOCK,,,
50935000,GATES ST,END: 700-799 BLOCK,,,
50936000,ANDERSON ST,END: 700-799 BLOCK,,,
50937000,MOULTRIE ST,END: 866-899 BLOCK,,,
50938000,ANDOVER ST,END: 784-799 BLOCK,,,
50939000,BACHE ST,END: 111-199 BLOCK,,,
50940000,PORTER ST,END: 134-199 BLOCK,,,
50941000,ROSCOE ST,END: 100-199 BLOCK,,,
50944000,YALE ST,END: 200-299 BLOCK,,,
50945000,PRINCETON ST,CAMPUS LN,,,
50946000,PRINCETON ST,END: 200-299 BLOCK,,,
50949000,YALE ST,START: 400-499 BLOCK,,,
50954000,YALE ST,END: 500-599 BLOCK,,,
50957000,ALBERTA ST,START: 1-99 BLOCK,,,
50958000,ERVINE ST,START: 76-99 BLOCK,,,
50959000,OLMSTEAD ST,END: 300-399 BLOCK,,,
50960000,SOMERSET ST,START: 1300-1399 BLOCK,,,
50961000,COLBY ST,START: 700-799 BLOCK,,,
50962000,OLMSTEAD ST,START: 600-699 BLOCK,,,
50963000,KAREN CT,END: 100-199 BLOCK,,,
50965000,DARTMOUTH ST,END: 900-999 BLOCK,,,
50966000,ERVINE ST,END: 1-75 BLOCK,,,
50967000,BOWDOIN ST,END: 1300-1399 BLOCK,,,
50969000,KAREN CT,START: 1-35 BLOCK,,,
50972000,HOLYOKE ST,END: 1401-1598 BLOCK,,,
50973000,TALBERT ST,START: 1-99 BLOCK,,,
50974000,FRANCE AVE,END: 900-999 BLOCK,,,
50975000,DUBLIN ST,END: 200-299 BLOCK,,,
50976000,PRAGUE ST,END: 300-399 BLOCK,,,
50977000,MUNICH ST,END: 500-599 BLOCK,,,
50980000,DESMOND ST,COUNTY LINE,,,
50981000,TALBERT ST,COUNTY LINE,,,
50982000,PEABODY ST,END: 200-299 BLOCK,,,
50983000,PASADENA ST,COUNTY LINE,,,
50984000,CASTILLO ST,COUNTY LINE,,,
50985000,PUEBLO ST,COUNTY LINE,,,
50986000,CALGARY ST,COUNTY LINE,,,
50989000,RIO VERDE ST,COUNTY LINE,,,
50990000,ACACIA ST,COUNTY LINE,,,
50992000,TOMASO CT,END: 2-98 BLOCK,,,
50993000,MELRA CT,END: 1-60 BLOCK,,,
50994000,ROLPH ST,END: 800-999 BLOCK,,,
50997000,LA GRANDE AVE,END: 600-699 BLOCK,,,
50998000,LA GRANDE AVE,START: 400-499 BLOCK,,,
51000000,POLARIS WAY,COUNTY LINE,,,
51001000,CARTER ST,COUNTY LINE,,,
51002000,SOUTH HILL BLVD,COUNTY LINE,,,
51003000,BALTIMORE WAY,COUNTY LINE,,,
51007000,DRAKE ST,COUNTY LINE,,,
51009000,CORDOVA ST,BALTIMORE WAY,,,
51010000,CANYON DR,COUNTY LINE,,,
51011000,CANYON DR,COUNTY LINE,,,
51012000,UNNAMED 069,END: 0-0 BLOCK,,,
51013000,WATT AVE,END: 57-99 BLOCK,,,
51014000,UNNAMED 070,END: 0-0 BLOCK,,,
51015000,BALTIMORE WAY,START: 1-4 BLOCK,,,
51016000,ROYAL LN,END: 1-99 BLOCK,,,
51019000,WHITTIER ST,HANOVER ST,,,
51020000,LOWELL ST,COUNTY LINE,,,
51021000,CASSANDRA CT,END: 1-99 BLOCK,,,
51022000,CRESCIO CT,START: 1-99 BLOCK,,,
51023000,BRUMISS TER,START: 1-99 BLOCK,,,
51024000,KNOTT CT,END: 2-99 BLOCK,,,
51025000,BYRON CT,START: 1-99 BLOCK,,,
51026000,LAPHAM WAY,END: 100-199 BLOCK,,,
51027000,ALLISON ST,END: 400-499 BLOCK,,,
51028000,HOLLYWOOD CT,START: 1-99 BLOCK,,,
51029000,CHICAGO WAY,START: 1-99 BLOCK,,,
51030000,ROEMER WAY,END: 1-99 BLOCK,,,
51033000,JURI ST,END: 1-99 BLOCK,,,
51036000,CESAR CHAVEZ ST,CESAR CHAVEZ ST,,,
51037000,27TH ST,27TH ST,,,
51038000,CESAR CHAVEZ ST,CESAR CHAVEZ ST,,,
51039000,KRONQUIST CT,START: 1-99 BLOCK,,,
51040000,HOFFMAN AVE,END: 500-599 BLOCK,,,
51041000,FOUNTAIN ST,END: 100-199 BLOCK,,,
51044000,SUNRISE WAY,START: 324-399 BLOCK,,,
51046000,AMATISTA LN,END: 1-99 BLOCK,,,
51047000,CHARLES ST,START: 1-99 BLOCK,,,
51048000,MATEO ST,END: 300-399 BLOCK,,,
51049000,PARK ST,START: 1-95 BLOCK,,,
51050000,CHARLES ST,END: 1-99 BLOCK,,,
51051000,CASTRO ST,CASTRO ST,,,
51053000,EVERSON ST,AMATISTA LN,,,
51056000,COLLEGE TER,END: 1-99 BLOCK,,,
51057000,CALVERT DR,START: 1-25 BLOCK,,,
51058000,HILLSIDE LN,END: 1-99 BLOCK,,,
51059000,HAMERTON AVE,HAMERTON AVE,,,
51060000,MARTHA AVE,START: 1-34 BLOCK,,,
51061000,UNNAMED 024,END: 0-0 BLOCK,,,
51062000,SAINT MARYS AVE,END: 1-49 BLOCK,,,
51063000,ROANOKE ST,END: 300-321 BLOCK,,,
51064000,MARSILY ST,END: 100-199 BLOCK,,,
51065000,ACADIA ST,END: 200-299 BLOCK,,,
51066000,CHILTON AVE,END: 100-199 BLOCK,,,
51067000,SANTA ROSA AVE,SANTA ROSA AVE,,,
51068000,CHILTON AVE,CHILTON AVE,,,
51069000,BURNSIDE AVE,BURNSIDE AVE,,,
51072000,POPPY LN,END: 40-99 BLOCK,,,
51073000,EL PLAZUELA WAY,START: 1-99 BLOCK,,,
51074000,EDGAR AVE,START: 1-39 BLOCK,,,
51075000,ROSELLA CT,START: 1-99 BLOCK,,,
51076000,BRUCE AVE,START: 1-54 BLOCK,,,
51077000,ONEIDA AVE,ONEIDA AVE,,,
51078000,JUNIPERO SERRA BLVD,END: 0-0 BLOCK,,,
51079000,LUNADO CT,START: 100-199 BLOCK,,,
51080000,TARA ST,TARA ST,,,
51081000,NAVAJO AVE,END: 100-199 BLOCK,,,
51082000,GLORIA CT,START: 1-99 BLOCK,,,
51083000,BERTITA ST,START: 100-135 BLOCK,,,
51084000,BALHI CT,START: 1-99 BLOCK,,,
51085000,VALERTON CT,START: 1-99 BLOCK,,,
51086000,UNNAMED 027,START: 0-0 BLOCK,,,
51088000,WHIPPLE AVE,START: 400-499 BLOCK,,,
51089000,RESTANI WAY,RESTANI STWY,,,
51090000,MONETA CT,START: 1-49 BLOCK,,,
51091000,RAMSELL ST,START: 300-399 BLOCK,,,
51092000,HAROLD AVE,START: 1-99 BLOCK,,,
51093000,GETZ ST,START: 1-99 BLOCK,,,
51094000,FOOTE AVE,START: 400-499 BLOCK,,,
51095000,MODOC AVE,START: 1-99 BLOCK,,,
51096000,NAGLEE AVE,END: 300-342 BLOCK,,,
51098000,DICHIERA CT,START: 1-99 BLOCK,,,
51099000,WHIPPLE AVE,END: 300-399 BLOCK,,,
51100000,ROME ST,START: 1-99 BLOCK,,,
51101000,DEL MONTE ST,START: 1-99 BLOCK,,,
51102000,ELLINGTON AVE,START: 1-99 BLOCK,,,
51103000,FREDSON CT,START: 1-99 BLOCK,,,
51104000,FOOTE AVE,END: 300-349 BLOCK,,,
51105000,ROME ST,END: 300-399 BLOCK,,,
51106000,NAGLEE AVE,START: 344-399 BLOCK,,,
51107000,FOOTE AVE,END: 400-499 BLOCK,,,
51108000,ARCH ST,START: 349-399 BLOCK,,,
51111000,LAWRENCE AVE,START: 300-399 BLOCK,,,
51112000,GOETHE ST,COUNTY LINE,,,
51113000,WILSON ST,SAN JOSE AVE,,,
51114000,LAWRENCE AVE,END: 250-299 BLOCK,,,
51115000,CHESTER AVE,END: 300-336 BLOCK,,,
51116000,RALSTON ST,END: 1-4 BLOCK,,,
51117000,HEAD ST,HEAD ST,,,
51118000,VICTORIA ST,VICTORIA ST,,,
